
==================================================
Starting Trial 0
Parameters: batch_size=2, lr=0.000395, epochs=39, weight_decay=0.000013, dropout=0.36
==================================================

Fold 1/5
  Epoch 01/39 | Train Loss: 2.2865, Acc: 0.2310, F1: 0.2295 | Val Loss: 1.5834, Acc: 0.2524, F1: 0.1029
  Epoch 02/39 | Train Loss: 1.7287, Acc: 0.2441, F1: 0.2400 | Val Loss: 1.5515, Acc: 0.3502, F1: 0.2386
  Epoch 03/39 | Train Loss: 1.5844, Acc: 0.2946, F1: 0.2792 | Val Loss: 1.4745, Acc: 0.3770, F1: 0.2479
  Epoch 04/39 | Train Loss: 1.5261, Acc: 0.3250, F1: 0.3018 | Val Loss: 1.4554, Acc: 0.4038, F1: 0.2762
  Epoch 05/39 | Train Loss: 1.4763, Acc: 0.3551, F1: 0.3252 | Val Loss: 1.4109, Acc: 0.4038, F1: 0.3283
  Epoch 06/39 | Train Loss: 1.4439, Acc: 0.3590, F1: 0.3258 | Val Loss: 1.3927, Acc: 0.4369, F1: 0.3292
  Epoch 07/39 | Train Loss: 1.3973, Acc: 0.3886, F1: 0.3601 | Val Loss: 1.3201, Acc: 0.5126, F1: 0.4557
  Epoch 08/39 | Train Loss: 1.3901, Acc: 0.3851, F1: 0.3586 | Val Loss: 1.3370, Acc: 0.4700, F1: 0.4212
  Epoch 09/39 | Train Loss: 1.3512, Acc: 0.4064, F1: 0.3825 | Val Loss: 1.2274, Acc: 0.5079, F1: 0.4332
  Epoch 10/39 | Train Loss: 1.3253, Acc: 0.4261, F1: 0.4031 | Val Loss: 1.2133, Acc: 0.5379, F1: 0.5070
  Epoch 11/39 | Train Loss: 1.3029, Acc: 0.4301, F1: 0.4057 | Val Loss: 1.2181, Acc: 0.5379, F1: 0.4779
  Epoch 12/39 | Train Loss: 1.2720, Acc: 0.4431, F1: 0.4210 | Val Loss: 1.1560, Acc: 0.5363, F1: 0.4777
  Epoch 13/39 | Train Loss: 1.2700, Acc: 0.4412, F1: 0.4221 | Val Loss: 1.1765, Acc: 0.5174, F1: 0.4545
  Epoch 14/39 | Train Loss: 1.2334, Acc: 0.4617, F1: 0.4427 | Val Loss: 1.1416, Acc: 0.5473, F1: 0.4875
  Epoch 15/39 | Train Loss: 1.2236, Acc: 0.4633, F1: 0.4441 | Val Loss: 1.1226, Acc: 0.5820, F1: 0.5357
  Epoch 16/39 | Train Loss: 1.1939, Acc: 0.4803, F1: 0.4626 | Val Loss: 1.1498, Acc: 0.5410, F1: 0.4721
  Epoch 17/39 | Train Loss: 1.1781, Acc: 0.4925, F1: 0.4756 | Val Loss: 1.1177, Acc: 0.5726, F1: 0.5306
  Epoch 18/39 | Train Loss: 1.1685, Acc: 0.4897, F1: 0.4745 | Val Loss: 1.0741, Acc: 0.5931, F1: 0.5664
  Epoch 19/39 | Train Loss: 1.1658, Acc: 0.4953, F1: 0.4814 | Val Loss: 1.0516, Acc: 0.5836, F1: 0.5411
  Epoch 20/39 | Train Loss: 1.1308, Acc: 0.5178, F1: 0.5044 | Val Loss: 1.0853, Acc: 0.5868, F1: 0.5299
  Epoch 21/39 | Train Loss: 1.1249, Acc: 0.5245, F1: 0.5102 | Val Loss: 1.0547, Acc: 0.6073, F1: 0.5804
  Epoch 22/39 | Train Loss: 1.1312, Acc: 0.5308, F1: 0.5153 | Val Loss: 1.0593, Acc: 0.5489, F1: 0.5021
  Epoch 23/39 | Train Loss: 1.1074, Acc: 0.5320, F1: 0.5184 | Val Loss: 1.0505, Acc: 0.5946, F1: 0.5521
  Epoch 24/39 | Train Loss: 1.0795, Acc: 0.5470, F1: 0.5368 | Val Loss: 1.0305, Acc: 0.5726, F1: 0.5248
  Epoch 25/39 | Train Loss: 1.0745, Acc: 0.5541, F1: 0.5425 | Val Loss: 1.0357, Acc: 0.6183, F1: 0.5775
  Epoch 26/39 | Train Loss: 1.0700, Acc: 0.5541, F1: 0.5439 | Val Loss: 1.0239, Acc: 0.6199, F1: 0.6055
  Epoch 27/39 | Train Loss: 1.0559, Acc: 0.5604, F1: 0.5503 | Val Loss: 0.9997, Acc: 0.6278, F1: 0.5869
  Epoch 28/39 | Train Loss: 1.0486, Acc: 0.5557, F1: 0.5456 | Val Loss: 1.0177, Acc: 0.5804, F1: 0.5496
  Epoch 29/39 | Train Loss: 1.0322, Acc: 0.5750, F1: 0.5646 | Val Loss: 0.9914, Acc: 0.6262, F1: 0.6090
  Epoch 30/39 | Train Loss: 1.0344, Acc: 0.5687, F1: 0.5593 | Val Loss: 0.9819, Acc: 0.6262, F1: 0.6117
  Epoch 31/39 | Train Loss: 1.0308, Acc: 0.5632, F1: 0.5532 | Val Loss: 0.9708, Acc: 0.6151, F1: 0.5857
  Epoch 32/39 | Train Loss: 1.0247, Acc: 0.5569, F1: 0.5477 | Val Loss: 0.9549, Acc: 0.6309, F1: 0.6111
  Epoch 33/39 | Train Loss: 0.9959, Acc: 0.6003, F1: 0.5909 | Val Loss: 0.9540, Acc: 0.6309, F1: 0.6121
  Epoch 34/39 | Train Loss: 0.9999, Acc: 0.5889, F1: 0.5792 | Val Loss: 0.9896, Acc: 0.5883, F1: 0.5528
  Epoch 35/39 | Train Loss: 0.9909, Acc: 0.5865, F1: 0.5773 | Val Loss: 0.9466, Acc: 0.6609, F1: 0.6426
  Epoch 36/39 | Train Loss: 0.9793, Acc: 0.5932, F1: 0.5837 | Val Loss: 0.9137, Acc: 0.6388, F1: 0.6179
  Epoch 37/39 | Train Loss: 0.9781, Acc: 0.6007, F1: 0.5907 | Val Loss: 0.9288, Acc: 0.6420, F1: 0.6195
  Epoch 38/39 | Train Loss: 0.9518, Acc: 0.6058, F1: 0.5952 | Val Loss: 0.9590, Acc: 0.6325, F1: 0.6087
  Epoch 39/39 | Train Loss: 0.9649, Acc: 0.6003, F1: 0.5894 | Val Loss: 0.9096, Acc: 0.6483, F1: 0.6302
  Fold 1 best validation F1 score: 0.6426

Fold 2/5
  Epoch 01/39 | Train Loss: 2.2967, Acc: 0.2349, F1: 0.2327 | Val Loss: 1.5832, Acc: 0.2338, F1: 0.1396
  Epoch 02/39 | Train Loss: 1.7290, Acc: 0.2475, F1: 0.2428 | Val Loss: 1.5406, Acc: 0.3776, F1: 0.3007
  Epoch 03/39 | Train Loss: 1.5980, Acc: 0.2807, F1: 0.2675 | Val Loss: 1.5063, Acc: 0.3397, F1: 0.2338
  Epoch 04/39 | Train Loss: 1.5417, Acc: 0.3143, F1: 0.2941 | Val Loss: 1.4487, Acc: 0.4265, F1: 0.3085
  Epoch 05/39 | Train Loss: 1.4801, Acc: 0.3411, F1: 0.3180 | Val Loss: 1.4539, Acc: 0.3839, F1: 0.3029
  Epoch 06/39 | Train Loss: 1.4400, Acc: 0.3640, F1: 0.3360 | Val Loss: 1.3975, Acc: 0.3744, F1: 0.3062
  Epoch 07/39 | Train Loss: 1.4099, Acc: 0.3912, F1: 0.3660 | Val Loss: 1.3718, Acc: 0.4044, F1: 0.2945
  Epoch 08/39 | Train Loss: 1.3688, Acc: 0.3920, F1: 0.3628 | Val Loss: 1.3372, Acc: 0.4581, F1: 0.3282
  Epoch 09/39 | Train Loss: 1.3474, Acc: 0.4197, F1: 0.3923 | Val Loss: 1.3144, Acc: 0.4550, F1: 0.3837
  Epoch 10/39 | Train Loss: 1.3141, Acc: 0.4228, F1: 0.3994 | Val Loss: 1.2538, Acc: 0.4803, F1: 0.4174
  Epoch 11/39 | Train Loss: 1.2901, Acc: 0.4457, F1: 0.4222 | Val Loss: 1.2264, Acc: 0.4739, F1: 0.3997
  Epoch 12/39 | Train Loss: 1.2653, Acc: 0.4505, F1: 0.4280 | Val Loss: 1.2030, Acc: 0.5118, F1: 0.4525
  Epoch 13/39 | Train Loss: 1.2617, Acc: 0.4465, F1: 0.4254 | Val Loss: 1.2073, Acc: 0.4897, F1: 0.4537
  Epoch 14/39 | Train Loss: 1.2423, Acc: 0.4714, F1: 0.4528 | Val Loss: 1.2263, Acc: 0.5039, F1: 0.4352
  Epoch 15/39 | Train Loss: 1.2210, Acc: 0.4599, F1: 0.4413 | Val Loss: 1.1778, Acc: 0.4834, F1: 0.4228
  Epoch 16/39 | Train Loss: 1.1852, Acc: 0.4907, F1: 0.4716 | Val Loss: 1.1491, Acc: 0.5403, F1: 0.4758
  Epoch 17/39 | Train Loss: 1.1845, Acc: 0.4911, F1: 0.4736 | Val Loss: 1.1340, Acc: 0.5355, F1: 0.4739
  Epoch 18/39 | Train Loss: 1.1751, Acc: 0.5026, F1: 0.4842 | Val Loss: 1.1308, Acc: 0.5355, F1: 0.4867
  Epoch 19/39 | Train Loss: 1.1386, Acc: 0.5018, F1: 0.4880 | Val Loss: 1.1389, Acc: 0.5450, F1: 0.5087
  Epoch 20/39 | Train Loss: 1.1325, Acc: 0.5085, F1: 0.4938 | Val Loss: 1.1334, Acc: 0.5719, F1: 0.5427
  Epoch 21/39 | Train Loss: 1.1059, Acc: 0.5330, F1: 0.5206 | Val Loss: 1.1021, Acc: 0.6130, F1: 0.5816
  Epoch 22/39 | Train Loss: 1.0883, Acc: 0.5417, F1: 0.5301 | Val Loss: 1.0804, Acc: 0.5592, F1: 0.5252
